Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","21","Brazil","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","28321.495","X","International reliable sources",""
"OA","Annual population","21","Brazil","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","182546.459","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","239","British Virgin Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","29.152","X","International reliable sources",""
"OA","Annual population","239","British Virgin Islands","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","16.085","X","International reliable sources",""
"OA","Annual population","239","British Virgin Islands","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","14.028","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","239","British Virgin Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","29.802","X","International reliable sources",""
"OA","Annual population","239","British Virgin Islands","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","16.582","X","International reliable sources",""
"OA","Annual population","239","British Virgin Islands","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","15.137","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","26","Brunei Darussalam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","414.907","X","International reliable sources",""
"OA","Annual population","26","Brunei Darussalam","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","97.44","X","International reliable sources",""
"OA","Annual population","26","Brunei Darussalam","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","320.102","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","26","Brunei Darussalam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","428.963","X","International reliable sources",""
"OA","Annual population","26","Brunei Darussalam","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","97.106","X","International reliable sources",""
"OA","Annual population","26","Brunei Darussalam","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","336.97","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","27","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","7199.741","X","International reliable sources",""
"OA","Annual population","27","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1866.828","X","International reliable sources",""
"OA","Annual population","27","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","5310.568","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","27","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","7051.608","X","International reliable sources",""
"OA","Annual population","27","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1758.643","X","International reliable sources",""
"OA","Annual population","27","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","5278.205","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","233","Burkina Faso","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","18110.624","X","International reliable sources","UNDESA, Population Division ? World Population Prospects, the 2017 Revision"
"OA","Annual population","233","Burkina Faso","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","13124.769","X","International reliable sources",""
"OA","Annual population","233","Burkina Faso","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","4985.855","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","233","Burkina Faso","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","19751.466","X","International reliable sources",""
"OA","Annual population","233","Burkina Faso","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","13952.881","X","International reliable sources",""
"OA","Annual population","233","Burkina Faso","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","5798.77","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","29","Burundi","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","10160.03","X","International reliable sources",""
"OA","Annual population","29","Burundi","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","8967.359","X","International reliable sources",""
"OA","Annual population","29","Burundi","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1231.911","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","29","Burundi","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","11175.374","X","International reliable sources",""
"OA","Annual population","29","Burundi","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","9754.746","X","International reliable sources",""
"OA","Annual population","29","Burundi","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1461.704","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","35","Cabo Verde","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","524.743","X","International reliable sources",""
"OA","Annual population","35","Cabo Verde","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","190.25","X","International reliable sources",""
"OA","Annual population","35","Cabo Verde","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","342.663","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","35","Cabo Verde","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","543.767","X","International reliable sources",""
"OA","Annual population","35","Cabo Verde","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","189.62","X","International reliable sources",""
